run,gen,nevals,partN,part,partError,best,bestError
0,0,23,22,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,24,23,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,25,24,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,26,25,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,27,26,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,28,27,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,29,28,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,30,29,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,31,30,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,32,31,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,33,32,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,34,33,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,35,34,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,36,35,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,37,36,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,38,37,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,39,38,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,40,39,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,41,40,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,42,41,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,43,42,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,44,43,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,45,44,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,46,45,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,47,46,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,48,47,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,49,48,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,0,50,49,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572,"[3.4442185152504816, -3.656357558875988, 4.560342718892494, -2.6203537290810863, -2.6395191026256546]",19.992069147517572
0,1,51,0,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,52,1,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,53,2,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,54,3,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,55,4,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,56,5,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,57,6,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,58,7,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,59,8,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,60,9,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,61,10,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,62,11,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,63,12,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,64,13,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,65,14,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,66,15,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,67,16,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,68,17,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,69,18,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,70,19,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,71,20,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,72,21,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,73,22,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,74,23,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,75,24,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,76,25,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,77,26,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,78,27,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,79,28,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,80,29,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,81,30,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,82,31,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,83,32,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,84,33,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,85,34,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,86,35,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,87,36,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,88,37,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,89,38,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,90,39,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,91,40,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,92,41,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,93,42,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,94,43,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,95,44,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,96,45,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,97,46,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,98,47,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,99,48,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,1,100,49,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648,"[6.888437030500963, -7.312715117751976, 9.120685437784989, -5.240707458162173, -5.279038205251309]",19.991947789284648
0,2,101,0,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115
0,2,102,1,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115
0,2,103,2,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115
0,2,104,3,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115
0,2,105,4,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115
0,2,106,5,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115
0,2,107,6,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115
0,2,108,7,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115
0,2,109,8,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115
0,2,110,9,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115
0,2,111,10,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115
0,2,112,11,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115
0,2,113,12,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115
0,2,114,13,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115
0,2,115,14,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115,"[10.332655545751445, -10.969072676627963, 13.681028156677483, -7.8610611872432585, -7.918557307876964]",19.991862493104115
