run,gen,nevals,partN,part,partError,best,bestError
0,6,301,0,"[18.063417390128823, -24.00554948649973, 29.199891198367638, -15.722224457534667, -12.2402885415461]",19.991759334007032,"[18.063417390128823, -24.00554948649973, 29.199891198367638, -15.722224457534667, -12.2402885415461]",19.991759334007032
0,6,302,1,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,303,2,"[21.164716715961205, -19.71806537289378, 26.58335076308623, -13.036625055748825, -16.837769043975264]",19.991739508867774,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,304,3,"[18.39516123108065, -24.157143777557394, 22.362056313354962, -14.689309331207768, -15.709015369248958]",19.991808659234266,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,305,4,"[22.80278632825845, -21.312536893605422, 27.49177082819885, -15.441952161088517, -14.487323098046653]",19.991604235249888,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,306,5,"[15.665311091502893, -18.635110599079425, 22.362056313354962, -14.760726433286825, -16.033778923574]",19.991808659234266,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,307,6,"[18.55456465756, -16.93814535325593, 28.834629447973104, -16.10646540712312, -14.64197321700237]",19.991625604052217,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,308,7,"[22.714814536856576, -20.54994959180439, 25.88696914412194, -13.470534255202294, -16.73776207712956]",19.991730774649174,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,309,8,"[18.61766307666675, -22.208283278044746, 28.801513557513, -15.769148467255551, -12.672329536838834]",19.99169817568166,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,310,9,"[19.409537477431243, -21.49959701529908, 25.687020328030783, -15.537429981364856, -17.465024537765387]",19.991808659234266,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,311,10,"[17.89485591216004, -21.096598135444612, 30.035922299785156, -14.917149548824185, -15.308816181533146]",19.991785789472488,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,312,11,"[17.317033831680483, -23.518058068898053, 22.362056313354962, -11.792711328754438, -16.691602212603943]",19.991808659234266,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,313,12,"[22.57488229275056, -21.398611642391185, 24.678206277797237, -15.837445917367862, -14.02476239357213]",19.991719462598056,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,314,13,"[15.665311091502893, -18.260787505651184, 23.716532909684574, -17.414806966034128, -12.391108178690793]",19.991808659234266,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,315,14,"[16.51946981938317, -17.489583768656694, 24.089943969715275, -13.56631654929247, -16.622706983199937]",19.991808659234266,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,316,15,"[18.726974281813753, -22.52108554549443, 23.184448033142036, -11.579124707979265, -13.91423183605329]",19.991808659234266,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,317,16,"[21.1895267159765, -21.94990993097818, 27.194742162699313, -13.73492894854085, -16.555850182726054]",19.991807344851775,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,318,17,"[19.45656569379323, -21.181605775542778, 27.991879316563168, -16.938791017881883, -14.507143646174068]",19.991800731195696,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,319,18,"[19.195471410214438, -20.46298022229159, 28.897036503527175, -14.944623146571672, -14.724017658241129]",19.991698249552933,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,320,19,"[17.78187724742338, -20.522962667676634, 31.094392815162944, -14.446751025500381, -13.566196240026272]",19.991597138173464,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,321,20,"[21.310894400650305, -17.859577015734402, 24.08778377699448, -15.740163754512269, -15.221998703181686]",19.99174055903541,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,322,21,"[17.56672640413747, -18.452930711721507, 29.47672783551062, -13.026106811013259, -14.307910018483721]",19.991590821828336,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,323,22,"[19.350692236616496, -19.510676771844707, 26.652071851540722, -14.50840430033048, -13.199571664164917]",19.99162698381735,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,324,23,"[15.665311091502893, -22.165908225347565, 24.746690568117515, -13.13035154394148, -15.28647028863522]",19.991808659234266,"[21.70772590777971, -17.727991954052364, 28.322034250166354, -15.94742776779772, -15.302336531198433]",19.99154975797778
0,6,325,24,"[22.91652959004775, -18.512117362747304, 28.342645929332182, -17.175716212185034, -13.89851426700854]",19.99146368187631,"[22.91652959004775, -18.512117362747304, 28.342645929332182, -17.175716212185034, -13.89851426700854]",19.99146368187631
0,6,326,25,"[23.295618404196667, -17.334506352633223, 28.85869896248577, -17.3458056775636, -17.837974423362056]",19.991653395359442,"[22.91652959004775, -18.512117362747304, 28.342645929332182, -17.175716212185034, -13.89851426700854]",19.99146368187631
0,6,327,26,"[17.06688470529486, -23.335947448310083, 26.127841284863113, -14.098170928204476, -17.56847265761332]",19.991808659234266,"[22.91652959004775, -18.512117362747304, 28.342645929332182, -17.175716212185034, -13.89851426700854]",19.99146368187631
0,6,328,27,"[17.10557384663719, -17.916720003435607, 23.00002074617915, -14.665983831687523, -16.887522039352962]",19.991808659234266,"[22.91652959004775, -18.512117362747304, 28.342645929332182, -17.175716212185034, -13.89851426700854]",19.99146368187631
0,6,329,28,"[17.545748511241776, -19.201636602601408, 28.668617319792187, -15.706754469449658, -11.812506999111285]",19.99157700829329,"[22.91652959004775, -18.512117362747304, 28.342645929332182, -17.175716212185034, -13.89851426700854]",19.99146368187631
0,6,330,29,"[16.673245531958052, -18.9295690532873, 25.280567780002556, -15.139593843824874, -13.491460666317138]",19.991808659234266,"[22.91652959004775, -18.512117362747304, 28.342645929332182, -17.175716212185034, -13.89851426700854]",19.99146368187631
0,6,331,30,"[16.92205098950405, -23.141003795388542, 30.32109974160517, -15.676989511654144, -18.114353458732616]",19.991808659234266,"[22.91652959004775, -18.512117362747304, 28.342645929332182, -17.175716212185034, -13.89851426700854]",19.99146368187631
0,6,332,31,"[20.580572492734586, -18.050762747780233, 28.759504036965573, -14.685921661699904, -17.001873808880642]",19.99167821519076,"[22.91652959004775, -18.512117362747304, 28.342645929332182, -17.175716212185034, -13.89851426700854]",19.99146368187631
0,6,333,32,"[18.05464459640991, -22.07978604691445, 22.53290348554674, -16.31653186686141, -12.79100139115192]",19.991808659234266,"[22.91652959004775, -18.512117362747304, 28.342645929332182, -17.175716212185034, -13.89851426700854]",19.99146368187631
0,6,334,33,"[17.610098899023036, -23.22188700570707, 27.041016689735144, -14.10538782649698, -14.927246189841146]",19.991808659234266,"[22.91652959004775, -18.512117362747304, 28.342645929332182, -17.175716212185034, -13.89851426700854]",19.99146368187631
0,6,335,34,"[21.38227007499012, -19.686216722593354, 28.32948203524223, -15.325249042637315, -17.429942097853154]",19.99176898356741,"[22.91652959004775, -18.512117362747304, 28.342645929332182, -17.175716212185034, -13.89851426700854]",19.99146368187631
0,6,336,35,"[22.348490065856478, -22.603116031719697, 23.472941050595566, -12.892590659504945, -15.730075399581974]",19.991808659234266,"[22.91652959004775, -18.512117362747304, 28.342645929332182, -17.175716212185034, -13.89851426700854]",19.99146368187631
0,6,337,36,"[22.171088857582255, -18.63799285402792, 26.34563922420737, -13.606850586285914, -12.458747165724203]",19.991370920403817,"[22.171088857582255, -18.63799285402792, 26.34563922420737, -13.606850586285914, -12.458747165724203]",19.991370920403817
0,6,338,37,"[21.880793233071614, -23.5069371176104, 29.56888428340388, -16.103947147608007, -16.3194612329842]",19.99180487768592,"[22.171088857582255, -18.63799285402792, 26.34563922420737, -13.606850586285914, -12.458747165724203]",19.991370920403817
0,6,339,38,"[18.394117788972384, -21.700954004409105, 22.362056313354962, -13.438791961632635, -14.7060508162672]",19.991808659234266,"[22.171088857582255, -18.63799285402792, 26.34563922420737, -13.606850586285914, -12.458747165724203]",19.991370920403817
0,6,340,39,"[15.907639633308323, -22.835362205440656, 26.718095347569907, -13.513271029006146, -13.264552783185309]",19.991808659234266,"[22.171088857582255, -18.63799285402792, 26.34563922420737, -13.606850586285914, -12.458747165724203]",19.991370920403817
0,6,341,40,"[16.59530282269101, -20.998930766918903, 28.758002125072405, -14.760275224237688, -17.31737336584991]",19.991808659234266,"[22.171088857582255, -18.63799285402792, 26.34563922420737, -13.606850586285914, -12.458747165724203]",19.991370920403817
0,6,342,41,"[22.73719351010183, -20.58833801646969, 25.406305005599275, -14.472849142206496, -17.867497189466235]",19.991808659234266,"[22.171088857582255, -18.63799285402792, 26.34563922420737, -13.606850586285914, -12.458747165724203]",19.991370920403817
0,6,343,42,"[22.42539821813999, -18.15242105799487, 28.823883576647653, -13.952192803822905, -12.866067269883183]",19.99126698353633,"[22.42539821813999, -18.15242105799487, 28.823883576647653, -13.952192803822905, -12.866067269883183]",19.99126698353633
0,6,344,43,"[16.118832784329125, -17.695851195260985, 24.66062428387811, -13.011351023668258, -12.738284915593031]",19.991733957346568,"[22.42539821813999, -18.15242105799487, 28.823883576647653, -13.952192803822905, -12.866067269883183]",19.99126698353633
0,6,345,44,"[21.23950790224737, -21.5644287747236, 24.961217257769583, -14.103495621088186, -12.81954850310492]",19.991647039199766,"[22.42539821813999, -18.15242105799487, 28.823883576647653, -13.952192803822905, -12.866067269883183]",19.99126698353633
0,6,346,45,"[16.694698452516608, -18.972524549956468, 22.362056313354962, -15.530063768071422, -17.213020283521033]",19.991808659234266,"[22.42539821813999, -18.15242105799487, 28.823883576647653, -13.952192803822905, -12.866067269883183]",19.99126698353633
0,6,347,46,"[21.15689296415915, -21.82194027694643, 23.398216661313803, -17.00991193445477, -15.034189264752683]",19.991808659234266,"[22.42539821813999, -18.15242105799487, 28.823883576647653, -13.952192803822905, -12.866067269883183]",19.99126698353633
0,6,348,47,"[17.11749243708629, -22.63129682919516, 25.586660663447468, -12.471808364108956, -12.406125594370813]",19.99180373049696,"[22.42539821813999, -18.15242105799487, 28.823883576647653, -13.952192803822905, -12.866067269883183]",19.99126698353633
0,6,349,48,"[22.6177629546482, -23.01765942315353, 26.858563881939283, -15.247393938288583, -15.009847332211947]",19.99174057626134,"[22.42539821813999, -18.15242105799487, 28.823883576647653, -13.952192803822905, -12.866067269883183]",19.99126698353633
0,6,350,49,"[21.053489282161667, -22.892874036936814, 27.30466552012817, -13.347013760215226, -15.82910023811144]",19.991789433428014,"[22.42539821813999, -18.15242105799487, 28.823883576647653, -13.952192803822905, -12.866067269883183]",19.99126698353633
0,7,351,0,"[17.092721858780582, -21.022547671286002, 30.466281428093133, -14.32733454972891, -8.839771380414602]",19.991362152443283,"[22.42539821813999, -18.15242105799487, 28.823883576647653, -13.952192803822905, -12.866067269883183]",19.99126698353633
0,7,352,1,"[23.526405921570337, -13.835144499644969, 30.151540829282517, -14.870165696654142, -14.305382713960077]",19.99110001746384,"[23.526405921570337, -13.835144499644969, 30.151540829282517, -14.870165696654142, -14.305382713960077]",19.99110001746384
0,7,353,2,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,354,3,"[20.544427851328795, -19.157143777557394, 17.89178014350699, -12.633296258400275, -10.709015369248958]",19.991718532674156,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,355,4,"[24.63589411733699, -19.636266558902992, 29.838102955644736, -12.536313445708826, -12.191810143448423]",19.991066053759464,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,356,5,"[17.383172331627286, -14.683822814461443, 27.362056313354962, -11.69312421952971, -13.270520222205004]",19.991423650236428,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,357,6,"[20.142441921631647, -12.49248404009061, 30.294923037113218, -15.821166268520509, -11.979040823283285]",19.991096866519538,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,358,7,"[24.305697767406567, -16.123560172512384, 25.96376774309745, -11.303618810259035, -11.73776207712956]",19.99102761089826,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,359,8,"[23.61766307666675, -19.829094424162395, 30.242507757354193, -14.417349190557323, -9.519092518821136]",19.990986145996285,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,360,9,"[18.808803463526775, -19.211803647055802, 30.105380754098213, -12.098546614567764, -15.577373472264133]",19.991586173825556,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,361,10,"[22.89485591216004, -18.735880699069373, 30.999759381527063, -13.183946411371615, -14.37351833019218]",19.99125545792414,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,362,11,"[22.152871248901867, -19.69921119231635, 27.362056313354962, -10.90373000080012, -11.834481723292544]",19.99123864872165,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,363,12,"[24.36667920723667, -20.71836956986075, 29.597157477945856, -12.909766834446001, -11.02058727277154]",19.991070116299852,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,364,13,"[19.89598680069775, -14.478238459419437, 24.63303445874813, -16.79623341995557, -10.21128564928419]",19.991358591571576,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,365,14,"[18.731148203648832, -13.5797568062792, 26.22593505268933, -11.755799273992968, -13.735091675210278]",19.991387460150406,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,366,15,"[21.83199386947919, -17.52108554549443, 20.89984822447732, -10.277683659765804, -10.223387787451724]",19.991332400951936,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,367,16,"[24.106572350383562, -19.859991657359224, 30.190490445763558, -12.077215551131063, -12.594951596567093]",19.991104504093,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,368,17,"[22.12318553712819, -18.699983206869224, 29.3616022543218, -15.352260437678142, -13.068343861569454]",19.991348134504644,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,369,18,"[19.961876871320936, -18.469615008432257, 30.3108052142893, -12.770988059266887, -10.99322859789768]",19.991181325740396,"[23.684990180292544, -16.600063171319377, 29.669173837114865, -11.535420303628152, -11.837769043975264]",19.990924804525253
0,7,370,19,"[22.78187724742338, -19.038047163971292, 32.993285296260844, -12.485450709398089, -10.56196823196473]",19.990880027032766,"[22.78187724742338, -19.038047163971292, 32.993285296260844, -12.485450709398089, -10.56196823196473]",19.990880027032766
0,7,371,20,"[22.08420761462147, -14.046113109238963, 24.82155210165927, -12.821116589943195, -13.47661445831433]",19.99129848854658,"[22.78187724742338, -19.038047163971292, 32.993285296260844, -12.485450709398089, -10.56196823196473]",19.990880027032766
0,7,372,21,"[19.083850458802885, -14.430457814834366, 30.601157288713914, -12.00846923623841, -12.364847035702837]",19.99111764958612,"[22.78187724742338, -19.038047163971292, 32.993285296260844, -12.485450709398089, -10.56196823196473]",19.990880027032766
0,7,373,22,"[20.907005142921133, -16.01504047558602, 29.258820011600697, -13.179418764590919, -9.972207786883317]",19.991002363870944,"[22.78187724742338, -19.038047163971292, 32.993285296260844, -12.485450709398089, -10.56196823196473]",19.990880027032766
0,7,374,23,"[19.397987409358272, -19.538465643514204, 28.540608037333566, -11.028467688632123, -11.505745930886325]",19.991316447388606,"[22.78187724742338, -19.038047163971292, 32.993285296260844, -12.485450709398089, -10.56196823196473]",19.990880027032766
0,7,375,24,"[24.320326901755337, -14.785818655404707, 29.416371247780287, -18.147619981380032, -10.040811483262356]",19.990935918705887,"[22.78187724742338, -19.038047163971292, 32.993285296260844, -12.485450709398089, -10.56196823196473]",19.990880027032766
0,7,376,25,"[24.730859833452886, -13.861502952268054, 30.328190734853937, -17.447408004186936, -18.048057629723264]",19.99140179391825,"[22.78187724742338, -19.038047163971292, 32.993285296260844, -12.485450709398089, -10.56196823196473]",19.990880027032766
0,7,377,26,"[20.336492050040896, -18.65654582651523, 27.411552650961074, -12.138040364545056, -15.400543391288604]",19.99158000746067,"[22.78187724742338, -19.038047163971292, 32.993285296260844, -12.485450709398089, -10.56196823196473]",19.990880027032766
0,7,378,27,"[17.30572582090691, -14.39456098601434, 26.227948206585765, -12.05683660792333, -15.312559026428165]",19.991616962774394,"[22.78187724742338, -19.038047163971292, 32.993285296260844, -12.485450709398089, -10.56196823196473]",19.990880027032766
0,7,379,28,"[21.126301902153198, -16.18851252424903, 30.12578254974168, -12.56434384670398, -8.071328965167663]",19.990791184499113,"[21.126301902153198, -16.18851252424903, 30.12578254974168, -12.56434384670398, -8.071328965167663]",19.990791184499113
0,7,380,29,"[21.673245531958052, -15.373233130656, 26.209383897828666, -12.325975107452805, -10.641945253150485]",19.991090057838655,"[21.126301902153198, -16.18851252424903, 30.12578254974168, -12.56434384670398, -8.071328965167663]",19.990791184499113
0,7,381,30,"[16.946444923091818, -18.141003795388542, 29.688654766675338, -12.97187505927711, -13.114353458732616]",19.991521489849138,"[21.126301902153198, -16.18851252424903, 30.12578254974168, -12.56434384670398, -8.071328965167663]",19.990791184499113
0,7,382,31,"[22.098364701113024, -14.334084604020237, 30.18553160690831, -12.196017181541379, -14.996834683186139]",19.991157344464522,"[21.126301902153198, -16.18851252424903, 30.12578254974168, -12.56434384670398, -8.071328965167663]",19.990791184499113
0,7,383,32,"[20.742123363171586, -21.44257851994017, 20.01357319820531, -15.8159137403594, -9.88167255657815]",19.99175282813708,"[21.126301902153198, -16.18851252424903, 30.12578254974168, -12.56434384670398, -8.071328965167663]",19.990791184499113
0,7,384,33,"[22.610098899023036, -18.22188700570707, 29.045399057992423, -12.289742930583227, -9.927246189841146]",19.990975874525013,"[21.126301902153198, -16.18851252424903, 30.12578254974168, -12.56434384670398, -8.071328965167663]",19.990791184499113
0,7,385,34,"[23.33254111404485, -15.461457805527974, 29.620235773071613, -13.25900636393948, -17.813682464060186]",19.991404970652486,"[21.126301902153198, -16.18851252424903, 30.12578254974168, -12.56434384670398, -8.071328965167663]",19.990791184499113
0,7,386,35,"[23.232830956771913, -17.603116031719697, 20.46195707637952, -10.15624736651946, -12.747181990344469]",19.991451039990636,"[21.126301902153198, -16.18851252424903, 30.12578254974168, -12.56434384670398, -8.071328965167663]",19.990791184499113
0,7,387,36,"[23.83943293716204, -14.988829779607872, 27.21807292363846, -11.754125002385857, -9.195401872724723]",19.990764699662094,"[23.83943293716204, -14.988829779607872, 27.21807292363846, -11.754125002385857, -9.195401872724723]",19.990764699662094
0,7,388,37,"[23.443251117999715, -18.5069371176104, 31.08628640586656, -14.159578752960721, -11.3194612329842]",19.99101961231844,"[23.83943293716204, -14.988829779607872, 27.21807292363846, -11.754125002385857, -9.195401872724723]",19.990764699662094
0,7,389,38,"[22.37781304802693, -17.350969477553146, 27.326681789080574, -11.93688100433963, -10.577529381327352]",19.991065277999432,"[23.83943293716204, -14.988829779607872, 27.21807292363846, -11.754125002385857, -9.195401872724723]",19.990764699662094
0,7,390,39,"[14.943163842038444, -17.835362205440656, 25.5160724924686, -11.804129175908976, -10.058040323139222]",19.991557887455425,"[23.83943293716204, -14.988829779607872, 27.21807292363846, -11.754125002385857, -9.195401872724723]",19.990764699662094
0,7,391,40,"[14.672129645605601, -15.998930766918903, 29.3266183934109, -11.829034601066605, -12.31737336584991]",19.99148911958542,"[23.83943293716204, -14.988829779607872, 27.21807292363846, -11.754125002385857, -9.195401872724723]",19.990764699662094
0,7,392,41,"[22.595757291014845, -15.588338016469692, 24.85915683293826, -11.830800538309017, -15.350983650392184]",19.991432026284304,"[23.83943293716204, -14.988829779607872, 27.21807292363846, -11.754125002385857, -9.195401872724723]",19.990764699662094
0,7,393,42,"[24.185485344777085, -14.366696762733813, 30.285710839940343, -12.182263233159292, -9.895019924012438]",19.99063292896959,"[24.185485344777085, -14.366696762733813, 30.285710839940343, -12.182263233159292, -9.895019924012438]",19.99063292896959
0,7,394,43,"[21.118832784329125, -13.788734546114867, 29.66062428387811, -10.623508787713671, -9.807132775178115]",19.99076418268654,"[24.185485344777085, -14.366696762733813, 30.285710839940343, -12.182263233159292, -9.895019924012438]",19.99063292896959
0,7,395,44,"[22.407084712945974, -21.184690731600746, 24.159157957932578, -12.438354029488169, -9.84511275890074]",19.99135068218953,"[24.185485344777085, -14.366696762733813, 30.285710839940343, -12.182263233159292, -9.895019924012438]",19.99063292896959
0,7,396,45,"[16.55502980257918, -14.486430321866937, 24.681508899341637, -13.887335631005456, -12.888705597821183]",19.99162343007775,"[24.185485344777085, -14.366696762733813, 30.285710839940343, -12.182263233159292, -9.895019924012438]",19.99063292896959
0,7,397,46,"[21.092556883923645, -16.82194027694643, 22.372611287778142, -14.737472350771673, -10.034189264752683]",19.991407911428603,"[24.185485344777085, -14.366696762733813, 30.285710839940343, -12.182263233159292, -9.895019924012438]",19.99063292896959
0,7,398,47,"[22.11749243708629, -17.63129682919516, 27.037862161944265, -9.928935343512611, -9.640013183903301]",19.990968558480233,"[24.185485344777085, -14.366696762733813, 30.285710839940343, -12.182263233159292, -9.895019924012438]",19.99063292896959
0,7,399,48,"[24.453256288369317, -23.723572217761667, 29.41979907884704, -14.606787701543913, -10.073811554154116]",19.991211142600378,"[24.185485344777085, -14.366696762733813, 30.285710839940343, -12.182263233159292, -9.895019924012438]",19.99063292896959
0,7,400,49,"[22.16215964736221, -20.422123721883608, 27.322038464205107, -11.813600368762469, -11.260938738975945]",19.99126229004337,"[24.185485344777085, -14.366696762733813, 30.285710839940343, -12.182263233159292, -9.895019924012438]",19.99063292896959
0,8,401,0,"[22.092721858780582, -16.022547671286002, 31.43487329642836, -9.901353190120098, -6.930581083522981]",19.990466767849192,"[22.092721858780582, -16.022547671286002, 31.43487329642836, -9.901353190120098, -6.930581083522981]",19.990466767849192
0,8,402,1,"[25.602447612078045, -10.140111121404054, 31.9981879323655, -11.362077769797729, -12.034177951410017]",19.99040739889535,"[25.602447612078045, -10.140111121404054, 31.9981879323655, -11.362077769797729, -12.034177951410017]",19.99040739889535
0,8,403,2,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849
0,8,404,3,"[25.28828856812788, -14.157143777557394, 19.289127394858642, -10.231015584204416, -5.709015369248958]",19.990745307482683,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849
0,8,405,4,"[26.014359531308838, -16.904579673714203, 32.32841439975155, -9.50648485669277, -7.191810143448423]",19.99021239829868,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849
0,8,406,5,"[22.383172331627286, -10.475585252133179, 32.36205631335496, -8.875783102987377, -8.270520222205004]",19.990198876776184,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849
0,8,407,6,"[25.142441921631647, -11.739025129243673, 31.738441350700544, -11.370838322378436, -8.303547611617763]",19.990206514884935,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849
0,8,408,7,"[25.85989472244454, -11.123560172512384, 27.061630296895544, -10.754306196859787, -6.73776207712956]",19.99022464684347,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849
0,8,409,8,"[28.61766307666675, -14.829094424162395, 31.7148925748873, -9.560591237141509, -6.439160496120574]",19.98989334118747,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849
0,8,410,9,"[23.808803463526775, -14.211803647055802, 34.7725936640761, -8.81763080479694, -10.577373472264133]",19.990359200095032,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849
0,8,411,10,"[27.89485591216004, -13.735880699069373, 31.6727976615065, -10.632743795766523, -9.37351833019218]",19.990189709929318,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849
0,8,412,11,"[27.152871248901867, -14.699211192316351, 32.36205631335496, -12.130607301608077, -6.834481723292544]",19.990095280242677,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849
0,8,413,12,"[25.802310137746744, -19.647426699493245, 34.597157477945856, -9.507782965212813, -7.806601891804581]",19.990314368697288,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849
0,8,414,13,"[24.89598680069775, -10.468864692158206, 29.63303445874813, -11.79623341995557, -7.558210733667743]",19.99022793432346,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849
0,8,415,14,"[23.731148203648832, -10.178983687947733, 31.22593505268933, -10.672744127203359, -8.735091675210278]",19.99026226153711,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849
0,8,416,15,"[26.61352828928993, -12.52108554549443, 24.836326044014893, -9.1942519869523, -6.160652592199515]",19.990260243615463,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849
0,8,417,16,"[27.05412285227056, -14.859991657359224, 33.21155701938091, -10.601242537683103, -7.594951596567093]",19.990066656535546,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849
0,8,418,17,"[25.844626958988858, -13.699983206869224, 31.183049740287306, -10.352260437678142, -10.245160964239673]",19.99040882203317,"[27.146054625577158, -11.600063171319377, 33.03018397841066, -10.04786381379856, -6.837769043975264]",19.98980502587849
